Query_ID,Student_Query,Priority
1482,Scholarship amount not credited,High
4151,Canteen food quality feedback,Low
3336,Emergency leave approval required,High
947,Transcript request status,Medium
3294,Emergency leave approval required,High
2162,Club membership request,Low
5077,Scholarship amount not credited,High
3058,ID card reissue process inquiry,Medium
769,Admit card not generated for upcoming exam,High
5641,Transcript request status,Medium
3496,Scholarship amount not credited,High
286,ID card reissue process inquiry,Medium
5927,Scholarship amount not credited,High
4525,Admit card not generated for upcoming exam,High
5333,Request for bonafide certificate,Medium
2333,General timetable inquiry,Low
2718,WiFi slow in library,Low
2080,Request for bonafide certificate,Medium
3390,Admit card not generated for upcoming exam,High
723,Fee payment failed but amount deducted,High
952,Club membership request,Low
5584,Sports event registration query,Low
2263,Result not visible on portal,High
990,Assignment deadline extension request,Low
3213,Transcript request status,Medium
1760,Elective subject change request,Medium
4920,Internship approval request,Medium
4423,Exam portal is not working,High
1725,Request for bonafide certificate,Medium
342,Elective subject change request,Medium
3702,Elective subject change request,Medium
4244,Fee payment failed but amount deducted,High
689,Internship approval request,Medium
3433,WiFi slow in library,Low
967,Assignment deadline extension request,Low
5667,Library access issue,Medium
2204,Request for bonafide certificate,Medium
2714,Canteen food quality feedback,Low
4758,Request for bonafide certificate,Medium
5733,Transcript request status,Medium
5943,Internship approval request,Medium
3573,Library access issue,Medium
4806,Sports event registration query,Low
1991,Sports event registration query,Low
4121,Transcript request status,Medium
4760,ID card reissue process inquiry,Medium
4915,Admit card not generated for upcoming exam,High
5554,ID card reissue process inquiry,Medium
5794,Hostel electricity issue urgent,High
3601,Canteen food quality feedback,Low
5473,Assignment deadline extension request,Low
5972,Exam portal is not working,High
4939,Emergency leave approval required,High
386,General timetable inquiry,Low
5229,Emergency leave approval required,High
5475,Hostel electricity issue urgent,High
537,Exam portal is not working,High
5622,Fee payment failed but amount deducted,High
4213,Admit card not generated for upcoming exam,High
3508,Sports event registration query,Low
202,Sports event registration query,Low
1333,Emergency leave approval required,High
3503,Sports event registration query,Low
2709,Result not visible on portal,High
4663,Fee payment failed but amount deducted,High
4022,Elective subject change request,Medium
1855,Emergency leave approval required,High
5359,Hostel electricity issue urgent,High
2873,Emergency leave approval required,High
3031,Transcript request status,Medium
1206,Request for bonafide certificate,Medium
1646,Admit card not generated for upcoming exam,High
3418,Club membership request,Low
3477,Request for bonafide certificate,Medium
2862,Library access issue,Medium
1793,Sports event registration query,Low
3798,Fee payment failed but amount deducted,High
3369,Hostel electricity issue urgent,High
3368,Scholarship amount not credited,High
3534,ID card reissue process inquiry,Medium
5260,Elective subject change request,Medium
3450,Transcript request status,Medium
604,Result not visible on portal,High
3057,Admit card not generated for upcoming exam,High
5213,Elective subject change request,Medium
127,General timetable inquiry,Low
3877,Internship approval request,Medium
2936,General timetable inquiry,Low
4452,Emergency leave approval required,High
3532,Library access issue,Medium
2731,Scholarship amount not credited,High
828,General timetable inquiry,Low
1640,ID card reissue process inquiry,Medium
985,Library access issue,Medium
3282,Library access issue,Medium
5963,Fee payment failed but amount deducted,High
2189,General timetable inquiry,Low
5524,Scholarship amount not credited,High
2444,ID card reissue process inquiry,Medium
363,Scholarship amount not credited,High
2350,Internship approval request,Medium
346,ID card reissue process inquiry,Medium
815,ID card reissue process inquiry,Medium
4808,Sports event registration query,Low
3206,Assignment deadline extension request,Low
5415,Sports event registration query,Low
5750,Internship approval request,Medium
3326,Library access issue,Medium
4107,ID card reissue process inquiry,Medium
2117,Request for bonafide certificate,Medium
1835,Elective subject change request,Medium
794,Elective subject change request,Medium
5936,Hostel electricity issue urgent,High
2675,Request for bonafide certificate,Medium
95,Sports event registration query,Low
4226,Exam portal is not working,High
3757,Admit card not generated for upcoming exam,High
2892,Club membership request,Low
2372,Hostel electricity issue urgent,High
4966,Admit card not generated for upcoming exam,High
5668,Library access issue,Medium
3229,Sports event registration query,Low
5343,Library access issue,Medium
2854,WiFi slow in library,Low
2913,Hostel electricity issue urgent,High
1866,WiFi slow in library,Low
4613,Sports event registration query,Low
1858,Result not visible on portal,High
2646,Library access issue,Medium
2244,Library access issue,Medium
2337,Canteen food quality feedback,Low
951,Transcript request status,Medium
3069,Scholarship amount not credited,High
1121,Internship approval request,Medium
2598,Canteen food quality feedback,Low
2205,Sports event registration query,Low
420,Transcript request status,Medium
923,ID card reissue process inquiry,Medium
1255,Canteen food quality feedback,Low
478,Sports event registration query,Low
2036,Library access issue,Medium
1203,Internship approval request,Medium
2627,Canteen food quality feedback,Low
5774,Admit card not generated for upcoming exam,High
1971,Emergency leave approval required,High
3111,Elective subject change request,Medium
4019,Canteen food quality feedback,Low
2152,Exam portal is not working,High
3688,Exam portal is not working,High
4917,General timetable inquiry,Low
1998,Exam portal is not working,High
4034,General timetable inquiry,Low
5884,Assignment deadline extension request,Low
3055,General timetable inquiry,Low
1249,Library access issue,Medium
2193,Result not visible on portal,High
2713,Transcript request status,Medium
993,Exam portal is not working,High
2191,Request for bonafide certificate,Medium
4671,WiFi slow in library,Low
3763,Scholarship amount not credited,High
3598,Sports event registration query,Low
4712,Transcript request status,Medium
1319,Sports event registration query,Low
1864,Admit card not generated for upcoming exam,High
2344,Transcript request status,Medium
2450,ID card reissue process inquiry,Medium
2137,ID card reissue process inquiry,Medium
1066,Exam portal is not working,High
5951,Emergency leave approval required,High
4228,Exam portal is not working,High
2622,WiFi slow in library,Low
78,ID card reissue process inquiry,Medium
2899,General timetable inquiry,Low
4821,Emergency leave approval required,High
1315,Fee payment failed but amount deducted,High
5232,Exam portal is not working,High
873,Exam portal is not working,High
3851,Request for bonafide certificate,Medium
5843,Result not visible on portal,High
2966,Scholarship amount not credited,High
3392,Assignment deadline extension request,Low
2561,Admit card not generated for upcoming exam,High
5877,Scholarship amount not credited,High
2636,Internship approval request,Medium
3531,Scholarship amount not credited,High
376,Result not visible on portal,High
1909,Result not visible on portal,High
4430,Elective subject change request,Medium
5183,Fee payment failed but amount deducted,High
5241,Assignment deadline extension request,Low
4028,Hostel electricity issue urgent,High
1605,Canteen food quality feedback,Low
1119,Exam portal is not working,High
3678,Canteen food quality feedback,Low
3491,Canteen food quality feedback,Low
5836,Scholarship amount not credited,High
2959,Exam portal is not working,High
1995,General timetable inquiry,Low
5946,Transcript request status,Medium
5207,ID card reissue process inquiry,Medium
2377,Elective subject change request,Medium
1343,Canteen food quality feedback,Low
321,ID card reissue process inquiry,Medium
1620,Canteen food quality feedback,Low
3714,Library access issue,Medium
2061,Elective subject change request,Medium
2220,Transcript request status,Medium
1674,WiFi slow in library,Low
261,Exam portal is not working,High
5292,Transcript request status,Medium
2040,Emergency leave approval required,High
4786,Elective subject change request,Medium
902,Canteen food quality feedback,Low
3745,Request for bonafide certificate,Medium
2027,Scholarship amount not credited,High
4235,Result not visible on portal,High
1918,Scholarship amount not credited,High
1829,Club membership request,Low
1574,Club membership request,Low
4416,WiFi slow in library,Low
4750,Fee payment failed but amount deducted,High
5261,Assignment deadline extension request,Low
4655,Result not visible on portal,High
4209,General timetable inquiry,Low
4628,ID card reissue process inquiry,Medium
225,Library access issue,Medium
724,Assignment deadline extension request,Low
5379,Fee payment failed but amount deducted,High
1142,Result not visible on portal,High
2763,Result not visible on portal,High
847,Result not visible on portal,High
4290,Result not visible on portal,High
5043,Canteen food quality feedback,Low
2552,Assignment deadline extension request,Low
2929,WiFi slow in library,Low
118,Library access issue,Medium
646,Fee payment failed but amount deducted,High
4,WiFi slow in library,Low
4171,Exam portal is not working,High
468,Request for bonafide certificate,Medium
6,Emergency leave approval required,High
920,Library access issue,Medium
2596,Club membership request,Low
4325,Hostel electricity issue urgent,High
1064,Library access issue,Medium
2591,Result not visible on portal,High
243,Sports event registration query,Low
5214,Transcript request status,Medium
1161,Request for bonafide certificate,Medium
2871,Canteen food quality feedback,Low
3736,Internship approval request,Medium
2398,Elective subject change request,Medium
3518,Canteen food quality feedback,Low
3422,Assignment deadline extension request,Low
2564,WiFi slow in library,Low
1606,Hostel electricity issue urgent,High
5786,General timetable inquiry,Low
2325,Transcript request status,Medium
2710,Request for bonafide certificate,Medium
5266,Sports event registration query,Low
1313,Canteen food quality feedback,Low
3449,General timetable inquiry,Low
3813,Elective subject change request,Medium
5581,Transcript request status,Medium
2363,Exam portal is not working,High
1976,Request for bonafide certificate,Medium
3515,Assignment deadline extension request,Low
1762,Canteen food quality feedback,Low
2740,Elective subject change request,Medium
5588,Assignment deadline extension request,Low
2473,Sports event registration query,Low
4008,Canteen food quality feedback,Low
4719,Admit card not generated for upcoming exam,High
1494,General timetable inquiry,Low
4207,Elective subject change request,Medium
2159,Transcript request status,Medium
1170,Library access issue,Medium
5416,Admit card not generated for upcoming exam,High
233,General timetable inquiry,Low
67,General timetable inquiry,Low
1604,ID card reissue process inquiry,Medium
3284,Admit card not generated for upcoming exam,High
3597,Request for bonafide certificate,Medium
4633,Emergency leave approval required,High
126,Hostel electricity issue urgent,High
1297,Assignment deadline extension request,Low
1977,Result not visible on portal,High
5417,Assignment deadline extension request,Low
5374,Admit card not generated for upcoming exam,High
2076,Elective subject change request,Medium
4581,Request for bonafide certificate,Medium
3087,Transcript request status,Medium
5197,General timetable inquiry,Low
3346,Result not visible on portal,High
5819,Internship approval request,Medium
2798,Elective subject change request,Medium
919,Fee payment failed but amount deducted,High
1647,Library access issue,Medium
5123,Request for bonafide certificate,Medium
5127,Library access issue,Medium
4979,Transcript request status,Medium
4622,Request for bonafide certificate,Medium
365,Emergency leave approval required,High
3288,Assignment deadline extension request,Low
2126,Emergency leave approval required,High
4124,Request for bonafide certificate,Medium
4570,Request for bonafide certificate,Medium
526,Assignment deadline extension request,Low
4822,Request for bonafide certificate,Medium
56,Emergency leave approval required,High
639,Scholarship amount not credited,High
303,WiFi slow in library,Low
2767,Assignment deadline extension request,Low
1277,Library access issue,Medium
4721,Result not visible on portal,High
2056,ID card reissue process inquiry,Medium
5146,Sports event registration query,Low
4433,Internship approval request,Medium
3645,Hostel electricity issue urgent,High
4144,Sports event registration query,Low
2879,Assignment deadline extension request,Low
4203,Hostel electricity issue urgent,High
2287,Result not visible on portal,High
2262,Club membership request,Low
2297,Assignment deadline extension request,Low
1754,ID card reissue process inquiry,Medium
1969,ID card reissue process inquiry,Medium
5203,Hostel electricity issue urgent,High
3118,Club membership request,Low
2394,Emergency leave approval required,High
524,Fee payment failed but amount deducted,High
3901,Result not visible on portal,High
5712,General timetable inquiry,Low
4700,ID card reissue process inquiry,Medium
5490,Library access issue,Medium
3123,Club membership request,Low
4157,ID card reissue process inquiry,Medium
1970,Scholarship amount not credited,High
672,Exam portal is not working,High
4189,Library access issue,Medium
667,Exam portal is not working,High
5533,WiFi slow in library,Low
1888,Admit card not generated for upcoming exam,High
3267,Assignment deadline extension request,Low
281,General timetable inquiry,Low
1720,WiFi slow in library,Low
2948,Admit card not generated for upcoming exam,High
4456,Scholarship amount not credited,High
900,Request for bonafide certificate,Medium
5815,Request for bonafide certificate,Medium
761,Admit card not generated for upcoming exam,High
1907,Internship approval request,Medium
4043,Request for bonafide certificate,Medium
3824,ID card reissue process inquiry,Medium
4139,Exam portal is not working,High
3819,Club membership request,Low
4301,Internship approval request,Medium
2594,Admit card not generated for upcoming exam,High
4165,Assignment deadline extension request,Low
3032,Club membership request,Low
3580,Emergency leave approval required,High
2833,Result not visible on portal,High
3473,Transcript request status,Medium
138,Canteen food quality feedback,Low
4893,Result not visible on portal,High
2181,WiFi slow in library,Low
2129,Hostel electricity issue urgent,High
3178,Canteen food quality feedback,Low
4855,WiFi slow in library,Low
4638,Elective subject change request,Medium
5116,Scholarship amount not credited,High
5224,Hostel electricity issue urgent,High
4262,ID card reissue process inquiry,Medium
4345,WiFi slow in library,Low
1332,Admit card not generated for upcoming exam,High
2018,Result not visible on portal,High
4543,General timetable inquiry,Low
2483,Emergency leave approval required,High
1359,Emergency leave approval required,High
1330,Club membership request,Low
5909,Internship approval request,Medium
2151,Elective subject change request,Medium
4531,Sports event registration query,Low
2123,Elective subject change request,Medium
4674,Sports event registration query,Low
3982,Admit card not generated for upcoming exam,High
1253,Sports event registration query,Low
3279,Admit card not generated for upcoming exam,High
3375,Library access issue,Medium
2815,Canteen food quality feedback,Low
4720,Scholarship amount not credited,High
1849,Assignment deadline extension request,Low
4859,Assignment deadline extension request,Low
3038,Club membership request,Low
389,Hostel electricity issue urgent,High
236,Result not visible on portal,High
1078,ID card reissue process inquiry,Medium
1985,Library access issue,Medium
4364,Club membership request,Low
3963,Library access issue,Medium
771,Scholarship amount not credited,High
2166,Result not visible on portal,High
4534,Admit card not generated for upcoming exam,High
674,Internship approval request,Medium
250,General timetable inquiry,Low
1575,Elective subject change request,Medium
3420,WiFi slow in library,Low
2082,ID card reissue process inquiry,Medium
1824,Internship approval request,Medium
5551,Canteen food quality feedback,Low
5739,Elective subject change request,Medium
4545,Scholarship amount not credited,High
717,Hostel electricity issue urgent,High
5345,General timetable inquiry,Low
5600,Canteen food quality feedback,Low
2049,Fee payment failed but amount deducted,High
4179,Sports event registration query,Low
4810,Sports event registration query,Low
2725,Internship approval request,Medium
5421,Transcript request status,Medium
1461,Request for bonafide certificate,Medium
1669,Internship approval request,Medium
2757,Exam portal is not working,High
2001,Library access issue,Medium
4572,Fee payment failed but amount deducted,High
4614,General timetable inquiry,Low
405,Admit card not generated for upcoming exam,High
385,Result not visible on portal,High
5386,WiFi slow in library,Low
2153,Assignment deadline extension request,Low
1634,Internship approval request,Medium
5495,Elective subject change request,Medium
4785,Transcript request status,Medium
3926,Transcript request status,Medium
4159,Transcript request status,Medium
4949,Emergency leave approval required,High
224,ID card reissue process inquiry,Medium
2194,Library access issue,Medium
3137,Request for bonafide certificate,Medium
4470,Canteen food quality feedback,Low
1825,Assignment deadline extension request,Low
5510,Canteen food quality feedback,Low
5125,Sports event registration query,Low
4973,Canteen food quality feedback,Low
798,Admit card not generated for upcoming exam,High
2872,WiFi slow in library,Low
10,Internship approval request,Medium
1945,Request for bonafide certificate,Medium
1839,Canteen food quality feedback,Low
4805,Exam portal is not working,High
256,Elective subject change request,Medium
4486,Elective subject change request,Medium
5403,Club membership request,Low
1582,Exam portal is not working,High
2957,Club membership request,Low
925,Result not visible on portal,High
5548,WiFi slow in library,Low
2509,Canteen food quality feedback,Low
5025,General timetable inquiry,Low
3776,WiFi slow in library,Low
4836,Hostel electricity issue urgent,High
4137,Library access issue,Medium
4965,Fee payment failed but amount deducted,High
2780,General timetable inquiry,Low
540,General timetable inquiry,Low
2746,Exam portal is not working,High
5392,WiFi slow in library,Low
5477,Library access issue,Medium
1146,WiFi slow in library,Low
5128,WiFi slow in library,Low
4469,Sports event registration query,Low
668,Request for bonafide certificate,Medium
3020,WiFi slow in library,Low
358,Sports event registration query,Low
5064,Library access issue,Medium
2832,Elective subject change request,Medium
2784,Club membership request,Low
1354,Fee payment failed but amount deducted,High
5132,Exam portal is not working,High
471,General timetable inquiry,Low
2704,Sports event registration query,Low
3331,Elective subject change request,Medium
3638,Fee payment failed but amount deducted,High
1397,Result not visible on portal,High
3585,Sports event registration query,Low
5380,Scholarship amount not credited,High
5263,Elective subject change request,Medium
3377,Club membership request,Low
1257,Scholarship amount not credited,High
3513,Club membership request,Low
1251,Canteen food quality feedback,Low
5763,Internship approval request,Medium
4299,Request for bonafide certificate,Medium
3285,Request for bonafide certificate,Medium
2934,Result not visible on portal,High
4176,Transcript request status,Medium
5269,Club membership request,Low
4911,General timetable inquiry,Low
1853,Admit card not generated for upcoming exam,High
5613,Fee payment failed but amount deducted,High
5842,Elective subject change request,Medium
2106,Elective subject change request,Medium
134,Sports event registration query,Low
5237,Canteen food quality feedback,Low
5030,Result not visible on portal,High
929,Result not visible on portal,High
824,Fee payment failed but amount deducted,High
5447,Request for bonafide certificate,Medium
1532,Exam portal is not working,High
1215,Fee payment failed but amount deducted,High
505,Transcript request status,Medium
4286,WiFi slow in library,Low
1997,Emergency leave approval required,High
3073,Exam portal is not working,High
1959,Admit card not generated for upcoming exam,High
1385,General timetable inquiry,Low
895,Request for bonafide certificate,Medium
4925,Elective subject change request,Medium
456,Elective subject change request,Medium
5559,Fee payment failed but amount deducted,High
3710,Request for bonafide certificate,Medium
5534,General timetable inquiry,Low
4850,Sports event registration query,Low
4749,Scholarship amount not credited,High
4269,Club membership request,Low
3523,Canteen food quality feedback,Low
4135,Emergency leave approval required,High
3603,Admit card not generated for upcoming exam,High
714,Sports event registration query,Low
4187,Admit card not generated for upcoming exam,High
2215,ID card reissue process inquiry,Medium
5302,WiFi slow in library,Low
2924,Elective subject change request,Medium
1811,Elective subject change request,Medium
3487,Elective subject change request,Medium
3142,Assignment deadline extension request,Low
1828,Assignment deadline extension request,Low
1156,Canteen food quality feedback,Low
1325,ID card reissue process inquiry,Medium
4313,Admit card not generated for upcoming exam,High
511,Scholarship amount not credited,High
1681,Club membership request,Low
500,Hostel electricity issue urgent,High
5438,General timetable inquiry,Low
1857,General timetable inquiry,Low
1389,Hostel electricity issue urgent,High
3720,Hostel electricity issue urgent,High
2387,Internship approval request,Medium
3237,Request for bonafide certificate,Medium
1541,Result not visible on portal,High
1218,Internship approval request,Medium
2682,Elective subject change request,Medium
2994,Admit card not generated for upcoming exam,High
1192,Exam portal is not working,High
5294,Transcript request status,Medium
1543,Assignment deadline extension request,Low
3302,Scholarship amount not credited,High
3325,Hostel electricity issue urgent,High
2540,Emergency leave approval required,High
954,Result not visible on portal,High
4847,ID card reissue process inquiry,Medium
4331,Canteen food quality feedback,Low
733,Canteen food quality feedback,Low
5992,Elective subject change request,Medium
1157,Transcript request status,Medium
5558,Admit card not generated for upcoming exam,High
3295,Result not visible on portal,High
2983,Sports event registration query,Low
5306,Elective subject change request,Medium
5162,ID card reissue process inquiry,Medium
2157,Canteen food quality feedback,Low
1063,Scholarship amount not credited,High
2617,General timetable inquiry,Low
1168,Canteen food quality feedback,Low
3223,Internship approval request,Medium
3637,Assignment deadline extension request,Low
2939,Library access issue,Medium
4492,Sports event registration query,Low
3141,Sports event registration query,Low
4981,Club membership request,Low
144,Internship approval request,Medium
3578,Hostel electricity issue urgent,High
4947,Scholarship amount not credited,High
2783,Admit card not generated for upcoming exam,High
718,Emergency leave approval required,High
1820,Exam portal is not working,High
2503,Transcript request status,Medium
4361,Club membership request,Low
4172,Library access issue,Medium
396,Emergency leave approval required,High
5798,Assignment deadline extension request,Low
4493,Fee payment failed but amount deducted,High
1366,Transcript request status,Medium
5901,Sports event registration query,Low
596,Scholarship amount not credited,High
3953,Hostel electricity issue urgent,High
5393,Fee payment failed but amount deducted,High
4969,ID card reissue process inquiry,Medium
2915,Scholarship amount not credited,High
2327,Transcript request status,Medium
3767,Scholarship amount not credited,High
3441,WiFi slow in library,Low
3852,Assignment deadline extension request,Low
4133,Internship approval request,Medium
5500,ID card reissue process inquiry,Medium
2144,Transcript request status,Medium
5823,Sports event registration query,Low
5074,WiFi slow in library,Low
1572,Exam portal is not working,High
4080,Transcript request status,Medium
1123,ID card reissue process inquiry,Medium
2787,Request for bonafide certificate,Medium
2968,Request for bonafide certificate,Medium
2505,Fee payment failed but amount deducted,High
3466,Transcript request status,Medium
676,Emergency leave approval required,High
2809,Request for bonafide certificate,Medium
3349,WiFi slow in library,Low
729,Canteen food quality feedback,Low
413,ID card reissue process inquiry,Medium
3147,ID card reissue process inquiry,Medium
1517,Canteen food quality feedback,Low
826,Canteen food quality feedback,Low
3268,Club membership request,Low
3975,Library access issue,Medium
617,Result not visible on portal,High
115,Sports event registration query,Low
418,Club membership request,Low
3070,Internship approval request,Medium
1626,Hostel electricity issue urgent,High
5940,Library access issue,Medium
4186,Hostel electricity issue urgent,High
2897,Fee payment failed but amount deducted,High
5603,Scholarship amount not credited,High
2083,Canteen food quality feedback,Low
754,Emergency leave approval required,High
2547,Scholarship amount not credited,High
3970,ID card reissue process inquiry,Medium
3374,Library access issue,Medium
4108,Assignment deadline extension request,Low
2445,Result not visible on portal,High
4381,Transcript request status,Medium
1067,Elective subject change request,Medium
3914,Admit card not generated for upcoming exam,High
5288,Hostel electricity issue urgent,High
5388,Assignment deadline extension request,Low
3499,Elective subject change request,Medium
2739,General timetable inquiry,Low
5053,Hostel electricity issue urgent,High
4001,WiFi slow in library,Low
1569,Sports event registration query,Low
2428,ID card reissue process inquiry,Medium
3747,Library access issue,Medium
5562,Request for bonafide certificate,Medium
1688,Transcript request status,Medium
852,Canteen food quality feedback,Low
3547,Sports event registration query,Low
896,Request for bonafide certificate,Medium
4593,Elective subject change request,Medium
336,ID card reissue process inquiry,Medium
2840,Canteen food quality feedback,Low
3088,Emergency leave approval required,High
4612,Exam portal is not working,High
1349,Scholarship amount not credited,High
1016,Scholarship amount not credited,High
2817,Assignment deadline extension request,Low
1632,Request for bonafide certificate,Medium
2490,Scholarship amount not credited,High
3731,WiFi slow in library,Low
3252,Internship approval request,Medium
5556,Fee payment failed but amount deducted,High
2071,Internship approval request,Medium
4453,Internship approval request,Medium
5859,Elective subject change request,Medium
5409,Request for bonafide certificate,Medium
1636,Sports event registration query,Low
4647,Exam portal is not working,High
2480,Fee payment failed but amount deducted,High
2266,Club membership request,Low
2960,General timetable inquiry,Low
5324,Library access issue,Medium
5673,Internship approval request,Medium
3060,Library access issue,Medium
5054,Sports event registration query,Low
2142,Assignment deadline extension request,Low
5105,WiFi slow in library,Low
3119,Club membership request,Low
5189,Exam portal is not working,High
5665,Elective subject change request,Medium
4046,Canteen food quality feedback,Low
3357,WiFi slow in library,Low
2745,Exam portal is not working,High
5093,Transcript request status,Medium
3507,Elective subject change request,Medium
1680,Canteen food quality feedback,Low
4250,Request for bonafide certificate,Medium
3148,Internship approval request,Medium
2295,Emergency leave approval required,High
581,Fee payment failed but amount deducted,High
1471,WiFi slow in library,Low
4800,Transcript request status,Medium
4071,Result not visible on portal,High
5309,Admit card not generated for upcoming exam,High
3344,Admit card not generated for upcoming exam,High
4993,Elective subject change request,Medium
4584,Library access issue,Medium
3673,Club membership request,Low
560,WiFi slow in library,Low
5238,Transcript request status,Medium
5216,Transcript request status,Medium
2850,Result not visible on portal,High
513,Transcript request status,Medium
4730,Library access issue,Medium
1082,Request for bonafide certificate,Medium
1665,Scholarship amount not credited,High
1013,Admit card not generated for upcoming exam,High
1932,ID card reissue process inquiry,Medium
1151,Hostel electricity issue urgent,High
2839,Result not visible on portal,High
117,Transcript request status,Medium
741,Hostel electricity issue urgent,High
5762,Club membership request,Low
5178,Fee payment failed but amount deducted,High
3676,Club membership request,Low
831,Hostel electricity issue urgent,High
120,WiFi slow in library,Low
4753,Internship approval request,Medium
5729,ID card reissue process inquiry,Medium
5682,Result not visible on portal,High
5929,WiFi slow in library,Low
636,Club membership request,Low
4466,Canteen food quality feedback,Low
4365,WiFi slow in library,Low
4143,Admit card not generated for upcoming exam,High
992,Exam portal is not working,High
877,Club membership request,Low
4870,Result not visible on portal,High
5316,Assignment deadline extension request,Low
5223,Club membership request,Low
5,Exam portal is not working,High
3052,Library access issue,Medium
3125,Club membership request,Low
2661,Exam portal is not working,High
2492,General timetable inquiry,Low
5174,Hostel electricity issue urgent,High
3855,Result not visible on portal,High
4934,Internship approval request,Medium
4778,Hostel electricity issue urgent,High
1716,Fee payment failed but amount deducted,High
1149,Emergency leave approval required,High
3262,WiFi slow in library,Low
575,Admit card not generated for upcoming exam,High
3770,Exam portal is not working,High
3737,Scholarship amount not credited,High
4147,Club membership request,Low
854,Library access issue,Medium
1983,Transcript request status,Medium
2775,Admit card not generated for upcoming exam,High
4930,Request for bonafide certificate,Medium
5212,Request for bonafide certificate,Medium
1167,Scholarship amount not credited,High
972,Club membership request,Low
2702,Result not visible on portal,High
4496,Scholarship amount not credited,High
3848,Fee payment failed but amount deducted,High
2369,Exam portal is not working,High
4116,Elective subject change request,Medium
4781,Admit card not generated for upcoming exam,High
4132,General timetable inquiry,Low
2951,Hostel electricity issue urgent,High
525,Exam portal is not working,High
2456,Admit card not generated for upcoming exam,High
5017,Emergency leave approval required,High
1842,Exam portal is not working,High
538,Canteen food quality feedback,Low
2807,Library access issue,Medium
5597,Internship approval request,Medium
4342,Request for bonafide certificate,Medium
3176,Canteen food quality feedback,Low
785,Library access issue,Medium
4058,Canteen food quality feedback,Low
1410,Scholarship amount not credited,High
2538,Emergency leave approval required,High
155,Fee payment failed but amount deducted,High
3010,Assignment deadline extension request,Low
1687,General timetable inquiry,Low
2902,ID card reissue process inquiry,Medium
5939,Canteen food quality feedback,Low
4722,Result not visible on portal,High
3864,Admit card not generated for upcoming exam,High
2734,Internship approval request,Medium
1896,Club membership request,Low
5443,Assignment deadline extension request,Low
570,Transcript request status,Medium
1817,Canteen food quality feedback,Low
2066,Exam portal is not working,High
128,Admit card not generated for upcoming exam,High
3395,Result not visible on portal,High
3328,Admit card not generated for upcoming exam,High
5978,General timetable inquiry,Low
2976,General timetable inquiry,Low
981,Sports event registration query,Low
2301,Result not visible on portal,High
191,Club membership request,Low
1140,Assignment deadline extension request,Low
5089,Transcript request status,Medium
700,Fee payment failed but amount deducted,High
5730,ID card reissue process inquiry,Medium
607,Fee payment failed but amount deducted,High
4277,Elective subject change request,Medium
302,WiFi slow in library,Low
3421,Library access issue,Medium
5776,Library access issue,Medium
1061,Emergency leave approval required,High
2566,Fee payment failed but amount deducted,High
5989,Elective subject change request,Medium
1070,Scholarship amount not credited,High
2525,Sports event registration query,Low
2206,ID card reissue process inquiry,Medium
1244,Library access issue,Medium
17,Club membership request,Low
3121,General timetable inquiry,Low
5980,Request for bonafide certificate,Medium
4643,Emergency leave approval required,High
4755,Emergency leave approval required,High
816,Canteen food quality feedback,Low
3068,Library access issue,Medium
5994,Club membership request,Low
5601,Hostel electricity issue urgent,High
960,Transcript request status,Medium
4894,Hostel electricity issue urgent,High
226,Exam portal is not working,High
3355,General timetable inquiry,Low
2486,Admit card not generated for upcoming exam,High
563,Sports event registration query,Low
3437,Internship approval request,Medium
1694,Transcript request status,Medium
1046,Exam portal is not working,High
3447,Admit card not generated for upcoming exam,High
4566,Canteen food quality feedback,Low
955,Elective subject change request,Medium
5977,ID card reissue process inquiry,Medium
2736,Exam portal is not working,High
5885,Sports event registration query,Low
4736,Internship approval request,Medium
5779,Fee payment failed but amount deducted,High
1219,Library access issue,Medium
5255,Internship approval request,Medium
5512,Transcript request status,Medium
1528,Result not visible on portal,High
3988,Elective subject change request,Medium
5920,Internship approval request,Medium
1301,Admit card not generated for upcoming exam,High
5870,Request for bonafide certificate,Medium
161,Internship approval request,Medium
4068,Exam portal is not working,High
957,General timetable inquiry,Low
3792,Request for bonafide certificate,Medium
3235,ID card reissue process inquiry,Medium
2870,Result not visible on portal,High
3778,Internship approval request,Medium
4434,Canteen food quality feedback,Low
4974,Emergency leave approval required,High
2962,Result not visible on portal,High
2201,Scholarship amount not credited,High
99,Sports event registration query,Low
5835,General timetable inquiry,Low
2558,Sports event registration query,Low
3184,WiFi slow in library,Low
254,Hostel electricity issue urgent,High
3924,Library access issue,Medium
4200,ID card reissue process inquiry,Medium
1446,Club membership request,Low
5540,Emergency leave approval required,High
1649,Emergency leave approval required,High
4683,Admit card not generated for upcoming exam,High
4724,Canteen food quality feedback,Low
3992,Request for bonafide certificate,Medium
1697,Assignment deadline extension request,Low
3192,Result not visible on portal,High
4500,Scholarship amount not credited,High
1155,Sports event registration query,Low
2256,Scholarship amount not credited,High
1683,Internship approval request,Medium
3171,Elective subject change request,Medium
2057,Internship approval request,Medium
4091,Assignment deadline extension request,Low
5854,ID card reissue process inquiry,Medium
3109,Internship approval request,Medium
4549,Club membership request,Low
3724,Emergency leave approval required,High
5424,Assignment deadline extension request,Low
2050,Club membership request,Low
4977,Request for bonafide certificate,Medium
3644,Scholarship amount not credited,High
5915,ID card reissue process inquiry,Medium
624,Transcript request status,Medium
263,Library access issue,Medium
